lon lat veast_eu vnorth_eu vup_itrf14 seast snorth sup covassumed0 covassumed0 covassumed0 sta
104.15710 35.88270 36.28121 -5.78374 -0.37562 0.99503 0.77280 2.03103 0 0 0 g104
102.78734 35.87509 37.35407 -4.05945 1.07136 1.07957 0.74965 1.44086 0 0 0 g105
102.81244 35.26256 36.95638 -4.23009 -0.14471 1.14099 0.71102 1.25673 0 0 0 g113
102.31826 38.70475 31.47645 -5.33207 0.55889 0.77426 0.69373 0.51725 0 0 0 g134
101.14188 38.92854 31.09678 -4.28950 -0.20678 0.86833 0.73996 1.36233 0 0 0 g141
105.37900 35.14100 34.37293 -9.02431 1.00000 1.10837 1.03043 0.36184 0 0 0 g029
12.57781 43.35012 21.75090 18.03321 -0.10988 1.11355 1.04897 1.43720 0 0 0 gub2
101.61293 34.71632 38.37260 -2.28391 0.69461 1.05593 0.70647 0.95632 0 0 0 j001
115.89248 39.60861 30.72318 -10.71469 1.99778 1.05189 0.96908 0.91740 0 0 0 bjfs
78.01347 30.32905 33.60073 33.99133 1.68578 1.26681 1.61425 1.49360 0 0 0 wih2
81.20069 29.47417 33.40387 26.67334 2.62501 1.79495 1.01133 1.96616 0 0 0 byna
74.75109 42.99850 27.48469 2.74141 0.36174 0.87086 0.65332 0.75740 0 0 0 chum
69.29500 41.32792 26.81498 4.05465 0.09874 1.08506 0.81198 0.41397 0 0 0 tash
88.56910 27.36548 39.58696 28.20685 -4.44524 1.80160 2.09266 1.66639 0 0 0 gbsk
104.60461 35.55431 36.28902 -6.92346 -0.11416 0.62034 0.58279 0.47634 0 0 0 gsdx
102.88943 37.45477 34.20456 -4.98513 0.96031 0.55618 0.58598 0.65299 0 0 0 gsgl
